Orthogroup_ID,Connectivity,Species_Count,Water_Buffalo,Wild_Yak,Takin
3,4,0.5,XP_052510849.1,"XP_006065776.2,XP_025123912.2",XP_070242712.1
3,4,0.5,XP_052510850.1,XP_006069958.1,"XP_070242013.1,XP_070242008.1"
3,4,0.5,XP_052510882.1,"XP_006067363.4,XP_025123823.3",XP_070242604.1
3,4,0.5,XP_052510897.1,"XP_006061636.1,XP_006061637.1",XP_005893611.1
3,4,0.5,XP_052510900.1,"XP_044786233.1,XP_045019057.1",XP_005898480.2
3,4,0.5,XP_052510912.1,"XP_006045465.3,XP_044792220.2",XP_005892865.2
3,4,0.5,XP_052510916.1,XP_025122936.3,"XP_070241779.1,XP_070241778.1"
3,4,0.5,XP_052510937.1,"XP_025123003.1,XP_025123004.1",XP_070241827.1
3,4,0.5,XP_052510938.1,"XP_006046516.1,XP_025131205.1",XP_005910855.2
3,4,0.5,XP_052510942.1,"XP_025122950.1,XP_044785799.1",XP_070241795.1
3,4,0.5,XP_052510944.1,"XP_006065610.1,XP_025122954.1",XP_005903328.1
3,4,0.5,XP_052510966.1,"XP_044785902.1,XP_006069900.1",XP_070241666.1
3,4,0.5,XP_052510977.1,"XP_025123211.1,XP_044785942.1",XP_070242041.1
3,4,0.5,XP_052511010.1,"XP_006079308.2,XP_025123884.2",XP_070242669.1
3,4,0.5,XP_052511037.1,XP_025123861.1,"XP_070242640.1,XP_005895896.1"
3,4,0.5,XP_052511044.1,"XP_006069759.4,XP_044786227.2",XP_005904128.2
3,4,0.5,XP_052511053.1,XP_006047242.1,"XP_070242345.1,XP_070242346.1"
3,4,0.5,XP_052511054.1,"XP_025123429.3,XP_006047206.3",XP_070242294.1
3,4,0.5,XP_052511065.1,XP_006048158.1,"XP_070241869.1,XP_070241868.1"
3,4,0.5,XP_052511066.1,"XP_006048164.1,XP_006048165.1",XP_070241873.1
3,4,0.5,XP_052511080.1,"XP_006044896.3,XP_044785974.2",XP_070242081.1
3,4,0.5,XP_052511092.1,XP_006079012.1,"XP_005899796.1,XP_005899797.1"
3,4,0.5,XP_052511095.1,"XP_025134359.3,XP_044793969.2",XP_070240372.1
3,4,0.5,XP_052511121.1,XP_006051078.1,"XP_005908571.1,XP_070241925.1"
3,4,0.5,XP_052511141.1,"XP_006041466.1,XP_044788356.1",XP_005904722.1
3,4,0.5,"XP_052511147.1,XP_052511139.1",XP_044793713.2,XP_070242966.1
3,4,0.5,XP_052511200.1,"XP_006072114.1,XP_044787983.1",XP_005896616.1
3,4,0.5,XP_052511204.1,"XP_025134465.1,XP_006055504.1",XP_070239325.1
3,4,0.5,XP_052511216.1,"XP_045019298.1,XP_045019299.1",XP_005891499.2
3,4,0.5,XP_052511251.1,"XP_025126113.1,XP_025126112.2",XP_070243172.1
3,4,0.5,XP_052511286.1,"XP_025130641.1,XP_025130640.1",XP_070219128.1
3,4,0.5,"XP_052511301.1,XP_052511302.1",XP_006050980.1,XP_005895441.2
3,4,0.5,"XP_052511303.1,XP_052520165.1",XP_025125742.3,XP_070244040.1
3,4,0.5,"XP_052511304.1,XP_052520166.1",XP_006068821.2,XP_005908283.1
3,4,0.5,"XP_052511325.1,XP_052511326.1",XP_006050118.2,XP_070243788.1
3,4,0.5,"XP_052511354.1,XP_052511355.1",XP_006076548.2,XP_070244530.1
3,4,0.5,XP_052511363.1,"XP_025124269.1,XP_044788166.1",XP_070244713.1
3,4,0.5,"XP_052511397.1,XP_052511398.1",XP_025125748.1,XP_005908269.1
3,4,0.5,XP_052511423.1,"XP_025125219.1,XP_044786765.1",XP_070243498.1
3,4,0.5,XP_052511447.1,XP_006046192.1,"XP_070244688.1,XP_005896534.2"
3,4,0.5,XP_052511475.1,"XP_045019465.1,XP_045019466.1",XP_005910446.1
3,4,0.5,"XP_052511518.1,XP_052520080.1",XP_025124224.1,XP_070244760.1
3,4,0.5,XP_052511539.1,"XP_006043186.1,XP_044787138.1",XP_070242977.1
3,4,0.5,XP_052511549.1,"XP_025133370.2,XP_044792498.2",XP_070245162.1
3,4,0.5,XP_052511552.1,XP_006072058.1,"XP_070244272.1,XP_070244273.1"
3,4,0.5,"XP_052511583.1,XP_052511584.1",XP_044787740.2,XP_005902483.2
3,4,0.5,XP_052511597.1,XP_006067343.1,"XP_005902481.1,XP_014335828.1"
3,4,0.5,"XP_052511630.1,XP_052511631.1",XP_006043169.1,XP_005892451.1
3,4,0.5,XP_052511634.1,"XP_025124483.1,XP_044787818.1",XP_070244506.1
3,4,0.5,"XP_052511640.1,XP_052511633.1",NP_001277869.1,XP_070243011.1
3,4,0.5,"XP_052511647.1,XP_052511648.1",XP_044786730.2,XP_070243523.1
3,4,0.5,XP_052511659.1,XP_044787843.1,"XP_070244755.1,XP_070244756.1"
3,4,0.5,XP_052511662.1,"XP_025124295.2,XP_025124292.2",XP_005892478.3
3,4,0.5,"XP_052511664.1,XP_052511666.1",XP_025124869.1,XP_070243864.1
3,4,0.5,"XP_052511668.1,XP_052511669.1",XP_006053495.1,XP_070243320.1
3,4,0.5,XP_052511690.1,"XP_025125771.3,XP_025125772.3",XP_070243426.1
3,4,0.5,XP_052511696.1,XP_006067603.1,"XP_070243654.1,XP_005900368.1"
3,4,0.5,XP_052511711.1,"XP_025125262.1,XP_044789213.1",XP_005895432.2
3,4,0.5,XP_052511742.1,"XP_006041310.1,XP_025124957.1",XP_005909039.1
3,4,0.5,XP_052511743.1,"NP_001277788.1,XP_025124040.1",XP_005909054.1
3,4,0.5,XP_052511784.1,"XP_025125575.3,XP_044787156.2",XP_070244751.1
3,4,0.5,XP_052511791.1,XP_006044668.3,"XP_070243449.1,XP_070243448.1"
3,4,0.5,XP_052511792.1,"XP_006072099.1,XP_044787989.1",XP_005896611.1
3,4,0.5,XP_052511793.1,"XP_006072059.1,XP_044788014.1",XP_070244270.1
3,4,0.5,"XP_052511818.1,XP_052511819.1",XP_025124526.2,XP_070244457.1
3,4,0.5,XP_052511821.1,"XP_006044538.1,XP_044788083.1",XP_005907951.2
3,4,0.5,XP_052511830.1,XP_006072156.1,"XP_070244387.1,XP_005896636.1"
3,4,0.5,XP_052511833.1,"XP_006068863.1,XP_025125690.1",XP_005908258.1
3,4,0.5,XP_052511860.1,"XP_006052119.2,XP_045019187.1",XP_070243753.1
3,4,0.5,XP_052511878.1,"XP_044787162.1,XP_006068826.1",XP_005908279.1
3,4,0.5,XP_052511896.1,XP_006064089.3,"XP_070243225.1,XP_070243226.1"
3,4,0.5,XP_052511899.1,"XP_006059098.3,XP_006059099.3",XP_070244461.1
3,4,0.5,"XP_052511903.1,XP_052511904.1",XP_006068864.2,XP_014337855.2
3,4,0.5,XP_052511905.1,XP_006060486.3,"XP_070244131.1,XP_070244132.1"
3,4,0.5,XP_052511906.1,XP_006068755.2,"XP_070243868.1,XP_014332124.2"
3,4,0.5,"XP_052511911.1,XP_052511909.1",XP_006050112.1,XP_005890650.1
3,4,0.5,XP_052511928.1,"XP_025124202.2,XP_044787895.1",XP_070244782.1
3,4,0.5,XP_052511961.1,"XP_006046184.3,XP_044787078.2",XP_070244682.1
3,4,0.5,"XP_052511991.1,XP_052511990.1",XP_006043209.2,XP_005892464.1
3,4,0.5,XP_052512008.1,XP_006047690.3,"XP_070244196.1,XP_014333938.2"
3,4,0.5,"XP_052512018.1,XP_052520050.1",XP_025124729.1,XP_070244195.1
3,4,0.5,XP_052512035.1,"XP_006047665.1,XP_045021386.1",XP_005896561.2
3,4,0.5,"XP_052512036.1,XP_052520049.1",XP_025124733.1,XP_070244192.1
3,4,0.5,"XP_052512038.1,XP_052520052.1",XP_006047688.1,XP_005896568.1
3,4,0.5,"XP_052512041.1,XP_052520043.1",XP_025124738.2,XP_005896566.1
3,4,0.5,XP_052512051.1,"XP_025125820.1,XP_025125821.1",XP_070243349.1
3,4,0.5,XP_052512052.1,"XP_025125825.2,XP_044787301.2",XP_070243351.1
3,4,0.5,XP_052512053.1,"XP_025125827.3,XP_025125828.3",XP_070244520.1
3,4,0.5,XP_052512069.1,XP_006080112.2,"XP_070243379.1,XP_070243378.1"
3,4,0.5,XP_052512070.1,XP_044787328.2,"XP_070243383.1,XP_070243381.1"
3,4,0.5,XP_052512073.1,"XP_006080063.4,XP_006080062.4",XP_005898501.1
3,4,0.5,XP_052512076.1,"XP_006080066.1,XP_006080067.1",XP_005898485.2
3,4,0.5,XP_052512080.1,"XP_006080085.3,XP_044787334.2",XP_005898491.2
3,4,0.5,XP_052512085.1,"XP_006045770.2,XP_025124266.2",XP_005892517.2
3,4,0.5,XP_052512109.1,"XP_006072144.3,XP_025124586.3",XP_005896630.1
3,4,0.5,XP_052512128.1,"XP_045019420.1,XP_045019422.1",XP_005890665.2
3,4,0.5,XP_052512132.1,"XP_006072055.2,XP_044788011.2",XP_005896593.2
3,4,0.5,"XP_052512137.1,XP_052512138.1",XP_006043192.1,XP_070244642.1
3,4,0.5,"XP_052512143.1,XP_052512144.1",XP_006047715.3,XP_005896582.2
3,4,0.5,XP_052512160.1,"XP_044788075.2,XP_044788076.2",XP_070244148.1
3,4,0.5,XP_052512169.1,"XP_044787957.2,XP_045019362.1",XP_014333959.2
3,4,0.5,XP_052512226.1,"XP_006072153.4,XP_025124583.3",XP_070242946.1
3,4,0.5,XP_052512229.1,XP_025124176.1,"XP_014333271.2,XP_070244834.1"
3,4,0.5,"XP_052512257.1,XP_052512264.1",XP_006046065.1,XP_070218908.1
3,4,0.5,XP_052512274.1,"XP_025133040.2,XP_025133046.2",XP_005898136.1
3,4,0.5,"XP_052512276.1,XP_052517615.1",XP_044799285.1,XP_005892101.2
3,4,0.5,"XP_052512284.1,XP_052512301.1",XP_044793930.1,XP_070240482.1
3,4,0.5,XP_052512300.1,"XP_006060484.1,XP_006060483.1",XP_005899599.2
3,4,0.5,XP_052512304.1,"XP_044786864.1,XP_044786866.1",XP_070243263.1
3,4,0.5,"XP_052512305.1,XP_052512306.1",XP_006064079.1,XP_070243261.1
3,4,0.5,XP_052512317.1,"XP_025125441.1,XP_044786861.1",XP_070243260.1
3,4,0.5,XP_052512320.1,"XP_025125446.1,XP_044786863.1",XP_070242892.1
3,4,0.5,"XP_052512327.1,XP_052512328.1",XP_006049005.1,XP_005902707.1
3,4,0.5,"XP_052512341.1,XP_052512342.1",XP_006050119.1,XP_005890656.1
3,4,0.5,"XP_052512348.1,XP_052512345.1",XP_006072656.1,XP_005899962.1
3,4,0.5,"XP_052512363.1,XP_052520167.1",XP_006068823.1,XP_005908282.1
3,4,0.5,"XP_052512379.1,XP_052520168.1",XP_006068800.2,XP_005908284.1
3,4,0.5,XP_052512391.1,XP_044786660.2,"XP_070243682.1,XP_014335113.1"
3,4,0.5,XP_052512411.1,"XP_006060445.1,XP_006060444.1",XP_005896557.2
3,4,0.5,XP_052512416.1,XP_006060479.1,"XP_005899596.1,XP_070244141.1"
3,4,0.5,XP_052512421.1,"XP_006068761.1,XP_044788225.1",XP_070243871.1
3,4,0.5,XP_052512440.1,"XP_025125233.3,XP_044786767.2",XP_070242905.1
3,4,0.5,XP_052512443.1,"XP_006068768.3,XP_006068767.3",XP_005908313.2
3,4,0.5,XP_052512458.1,XP_006077561.3,"XP_070214986.1,XP_070214987.1"
3,4,0.5,XP_052512479.1,"XP_006059102.2,XP_044787862.2",XP_070242951.1
3,4,0.5,XP_052512482.1,"XP_044788170.1,XP_044788167.1",XP_070242855.1
3,4,0.5,XP_052512491.1,"XP_006061917.1,XP_044794272.1",XP_005898192.1
3,4,0.5,"XP_052512494.1,XP_052512618.1",XP_006052135.1,XP_005890674.1
3,4,0.5,XP_052512501.1,"XP_044791985.1,XP_006061918.1",XP_005898193.3
3,4,0.5,XP_052512506.1,"XP_006060469.1,XP_006060470.1",XP_005899592.2
3,4,0.5,XP_052512508.1,"XP_006059100.4,XP_006059101.4",XP_005899953.2
3,4,0.5,XP_052512512.1,"XP_025134496.1,XP_025134497.1",XP_070239229.1
3,4,0.5,"XP_052512517.1,XP_052512518.1",XP_006043214.3,XP_005892466.2
3,4,0.5,XP_052512530.1,XP_006065957.2,"XP_005910739.1,XP_014338772.1"
3,4,0.5,XP_052512535.1,XP_044787996.2,"XP_070244297.1,XP_070244298.1"
3,4,0.5,XP_052512537.1,"XP_025124426.1,XP_025124427.1",XP_005902698.1
3,4,0.5,XP_052512538.1,XP_006072665.1,"XP_014334951.2,XP_070244441.1"
3,4,0.5,XP_052512549.1,"XP_025125239.1,XP_025125241.1",XP_014333597.1
3,4,0.5,"XP_052512555.1,XP_052512562.1",XP_006057170.3,XP_005892895.2
3,4,0.5,XP_052512556.1,"XP_006045789.1,XP_025124251.1",XP_005902683.2
3,4,0.5,XP_052512558.1,"XP_006068567.3,XP_044787589.2",XP_070244342.1
3,4,0.5,XP_052512565.1,"XP_025125067.2,XP_006067599.2",XP_014335128.1
3,4,0.5,XP_052512570.1,"XP_025124439.2,XP_025124440.2",XP_070242964.1
3,4,0.5,XP_052512576.1,"XP_044787119.1,XP_006043171.1",XP_005892450.1
3,4,0.5,XP_052512587.1,"XP_025125579.1,XP_025125580.1",XP_070242983.1
3,4,0.5,XP_052512588.1,"XP_006065959.3,XP_006065960.3",XP_005910743.3
3,4,0.5,XP_052512591.1,"XP_025125725.2,XP_025125724.2",XP_070242852.1
3,4,0.5,XP_052512640.1,"XP_006080141.1,XP_025125780.1",XP_005905067.1
3,4,0.5,XP_052512661.1,"XP_006065338.1,XP_025125620.1",XP_070243933.1
3,4,0.5,XP_052512662.1,"XP_006065340.1,XP_006065339.1",XP_070243934.1
3,4,0.5,XP_052512671.1,"XP_006068793.1,XP_044788197.1",XP_070243911.1
3,4,0.5,"XP_052512684.1,XP_052512675.1",XP_006050127.3,XP_014336543.2
3,4,0.5,XP_052512708.1,"XP_006061438.1,XP_045019296.1",XP_070244092.1
3,4,0.5,XP_052512712.1,"XP_044788059.2,XP_044788060.2",XP_070242861.1
3,4,0.5,"XP_052512737.1,XP_052512263.1",XP_006070409.1,XP_070218437.1
3,4,0.5,XP_052512744.1,XP_044788268.1,"XP_070243803.1,XP_070243804.1"
3,4,0.5,XP_052512748.1,XP_025131541.1,"XP_070218280.1,XP_070218281.1"
3,4,0.5,XP_052512770.1,"XP_006067534.2,XP_006067533.2",XP_070242916.1
3,4,0.5,XP_052512829.1,"XP_025130992.1,XP_044790264.2",XP_070218924.1
3,4,0.5,XP_052512840.1,XP_006063911.1,"XP_014331844.2,XP_005886973.2"
3,4,0.5,XP_052512844.1,"XP_025125466.3,XP_044786882.2",XP_070242893.1
3,4,0.5,XP_052512845.1,"XP_045019489.1,XP_045019490.1",XP_005906315.2
3,4,0.5,XP_052512851.1,XP_006064045.1,"XP_070243303.1,XP_070243302.1"
3,4,0.5,XP_052512863.1,"XP_006078474.2,XP_044787714.2",XP_005908866.2
3,4,0.5,XP_052512868.1,"XP_044787719.2,XP_044787720.2",XP_005909799.2
3,4,0.5,XP_052512875.1,"XP_025126199.3,XP_025126200.3",XP_070243028.1
3,4,0.5,"XP_052512883.1,XP_052520170.1",XP_025125757.2,XP_014337842.2
3,4,0.5,XP_052512889.1,"XP_025125732.1,XP_006068876.1",XP_070244035.1
3,4,0.5,XP_052512895.1,"XP_025125101.3,XP_025125102.3",XP_070243633.1
3,4,0.5,XP_052512912.1,"XP_044786709.1,XP_025125136.2",XP_070243585.1
3,4,0.5,XP_052512914.1,XP_025130284.3,"XP_070218294.1,XP_070218293.1"
3,4,0.5,XP_052512916.1,"XP_025125314.1,XP_006065969.2",XP_070244230.1
3,4,0.5,XP_052512933.1,"XP_044786784.2,XP_006050969.3",XP_005895443.1
3,4,0.5,XP_052512937.1,"XP_006072070.1,XP_006072069.1",XP_005896597.1
3,4,0.5,XP_052512943.1,"XP_025125163.2,XP_044786717.1",XP_070242915.1
3,4,0.5,XP_052512944.1,"XP_044792132.1,XP_006059781.1",XP_005886831.2
3,4,0.5,XP_052512993.1,"XP_025136440.2,XP_025136441.2",XP_070245529.1
3,4,0.5,XP_052513001.1,"XP_025136336.3,XP_044795208.2",XP_070213416.1
3,4,0.5,"XP_052513003.1,XP_052512995.1",XP_006076925.1,XP_005886880.2
3,4,0.5,"XP_052513006.1,XP_052513104.1",XP_006041547.3,XP_005903541.2
3,4,0.5,XP_052513013.1,"XP_006060100.1,XP_044795331.1",XP_070245392.1
3,4,0.5,XP_052513021.1,XP_044794628.1,"XP_070246279.1,XP_070246278.1"
3,4,0.5,XP_052513077.1,XP_025135173.3,"XP_070245101.1,XP_070245102.1"
3,4,0.5,"XP_052513099.1,XP_052513100.1",XP_006045423.2,XP_005899742.2
3,4,0.5,XP_052513110.1,"XP_006048903.2,XP_044795093.1",XP_070245705.1
3,4,0.5,XP_052513112.1,XP_006048904.2,"XP_070245706.1,XP_070245707.1"
3,4,0.5,"XP_052513117.1,XP_052513126.1",XP_025131416.3,XP_070213956.1
3,4,0.5,"XP_052513158.1,XP_052513159.1",XP_006046325.3,XP_070245013.1
3,4,0.5,XP_052513160.1,XP_006053431.1,"XP_070246223.1,XP_070246224.1"
3,4,0.5,"XP_052513169.1,XP_052513170.1",XP_006065526.2,XP_005892372.1
3,4,0.5,XP_052513172.1,"XP_006042210.2,XP_044795417.2",XP_005888321.2
3,4,0.5,XP_052513177.1,"XP_044795114.2,XP_025136289.2",XP_070245680.1
3,4,0.5,"XP_052513180.1,XP_052513181.1",XP_044795097.1,XP_070245693.1
3,4,0.5,XP_052513183.1,"XP_006048878.4,XP_044795100.2",XP_070213418.1
3,4,0.5,XP_052513184.1,"XP_025136272.3,XP_025136273.3",XP_070213419.1
3,4,0.5,XP_052513192.1,"XP_025135743.1,XP_025135744.1",XP_070246051.1
3,4,0.5,XP_052513195.1,XP_006044187.2,"XP_070244961.1,XP_070244962.1"
3,4,0.5,XP_052513197.1,"XP_006053432.3,XP_044794678.2",XP_005907240.1
3,4,0.5,XP_052513198.1,XP_006061855.3,"XP_070246245.1,XP_070246246.1"
3,4,0.5,XP_052513202.1,"XP_006054982.3,XP_044792288.2",XP_070218245.1
3,4,0.5,"XP_052513205.1,XP_052513206.1",XP_006052773.1,XP_005888289.1
3,4,0.5,XP_052513209.1,XP_006079760.1,"XP_070245333.1,XP_005906735.1"
3,4,0.5,XP_052513211.1,XP_025136621.3,"XP_070245334.1,XP_070245335.1"
3,4,0.5,XP_052513213.1,XP_006079762.4,"XP_005906738.1,XP_070245340.1"
3,4,0.5,"XP_052513227.1,XP_052513228.1",XP_006080519.1,XP_070213405.1
3,4,0.5,XP_052513231.1,XP_006055825.1,"XP_005899278.1,XP_014334749.1"
3,4,0.5,XP_052513248.1,"XP_006053436.2,XP_006053435.2",XP_005907234.2
3,4,0.5,XP_052513254.1,"XP_025136825.1,XP_025129275.3",XP_005896736.1
3,4,0.5,XP_052513283.1,"XP_006055804.3,XP_044794877.2",XP_005899261.1
3,4,0.5,XP_052513328.1,"XP_006045363.3,XP_044794538.2",XP_005908083.2
3,4,0.5,XP_052513352.1,XP_025137058.1,"XP_070213389.1,XP_070213392.1"
3,4,0.5,XP_052513370.1,XP_006046326.1,"XP_070245015.1,XP_070245014.1"
3,4,0.5,XP_052513375.1,"XP_025136144.1,XP_006070225.1",XP_070245777.1
3,4,0.5,"XP_052513377.1,XP_052513376.1",XP_025135699.1,XP_070246095.1
3,4,0.5,XP_052513378.1,"XP_006064264.1,XP_044794625.1",XP_070246292.1
3,4,0.5,"XP_052513390.1,XP_052513391.1",XP_045020693.1,XP_070245244.1
3,4,0.5,XP_052513439.1,XP_006041679.3,"XP_070246177.1,XP_005911156.2"
3,4,0.5,XP_052513450.1,XP_006042273.1,"XP_070246480.1,XP_014337491.1"
3,4,0.5,XP_052513456.1,"XP_006070612.2,XP_006070611.2",XP_005894569.2
3,4,0.5,XP_052513469.1,"XP_025136954.1,XP_044795548.1",XP_070246662.1
3,4,0.5,XP_052513474.1,XP_025136663.1,"XP_005888312.1,XP_070246348.1"
3,4,0.5,XP_052513516.1,"XP_025136028.3,XP_044794968.2",XP_070245862.1
3,4,0.5,XP_052513528.1,"XP_006045409.2,XP_044794484.1",XP_005908047.2
3,4,0.5,XP_052513538.1,XP_006060159.4,"XP_070245442.1,XP_005906109.1"
3,4,0.5,"XP_052513555.1,XP_052513554.1",XP_006060097.1,XP_005906146.2
3,4,0.5,XP_052513556.1,XP_006052772.2,"XP_070246395.1,XP_005888327.2"
3,4,0.5,XP_052513567.1,"XP_006045330.1,XP_006045329.1",XP_005908020.1
3,4,0.5,XP_052513579.1,"XP_006068611.1,XP_025135998.1",XP_070245875.1
3,4,0.5,"XP_052513598.1,XP_052513589.1",XP_006049975.1,XP_005886896.2
3,4,0.5,XP_052513602.1,XP_006059488.1,"XP_070246540.1,XP_070246541.1"
3,4,0.5,"XP_052513611.1,XP_052513609.1",XP_045020805.1,XP_005906114.1
3,4,0.5,XP_052513657.1,"XP_025136506.1,XP_044795305.1",XP_070245450.1
3,4,0.5,XP_052513662.1,"XP_006043427.3,XP_044788423.2",XP_005899664.2
3,4,0.5,"XP_052513675.1,XP_052513676.1",XP_006064299.1,XP_070246264.1
3,4,0.5,XP_052513688.1,"XP_045020343.1,XP_045020344.1",XP_005895091.1
3,4,0.5,"XP_052513697.1,XP_052513696.1",XP_006062289.4,XP_070213430.1
3,4,0.5,XP_052513701.1,"XP_006048110.4,XP_006048111.4",XP_005888234.2
3,4,0.5,"XP_052513705.1,XP_052513704.1",XP_006065562.1,XP_005888231.1
3,4,0.5,"XP_052513706.1,XP_052519477.1",XP_025136884.3,XP_070246589.1
3,4,0.5,"XP_052513707.1,XP_052513708.1",XP_006065547.4,XP_070246616.1
3,4,0.5,XP_052513709.1,"XP_006065564.1,XP_006065563.1",XP_005888232.2
3,4,0.5,XP_052513722.1,XP_006048129.1,"XP_070246590.1,XP_070246591.1"
3,4,0.5,XP_052513729.1,"XP_025136889.1,XP_006048122.1",XP_070244986.1
3,4,0.5,XP_052513742.1,"XP_025136451.1,XP_006062911.1",XP_005894847.1
3,4,0.5,XP_052513746.1,"XP_006055815.3,XP_025135912.3",XP_005899271.1
3,4,0.5,XP_052513752.1,XP_025136142.3,"XP_070245778.1,XP_070245779.1"
3,4,0.5,XP_052513766.1,"XP_006065488.1,XP_006065489.1",XP_070246681.1
3,4,0.5,"XP_052513768.1,XP_052513769.1",XP_044794886.1,XP_070245957.1
3,4,0.5,"XP_052513778.1,XP_052513777.1",XP_006060204.2,XP_070245466.1
3,4,0.5,XP_052513789.1,"XP_025136292.2,XP_044795116.2",XP_070245673.1
3,4,0.5,XP_052513793.1,XP_006062955.1,"XP_070244886.1,XP_005894878.2"
3,4,0.5,XP_052513804.1,XP_044795402.2,"XP_005888279.1,XP_070246408.1"
3,4,0.5,XP_052513808.1,"XP_006049509.1,XP_044784462.2",XP_005887823.1
3,4,0.5,XP_052513809.1,"XP_044795281.1,XP_006060223.1",XP_005890009.1
3,4,0.5,XP_052513827.1,"XP_025116947.1,XP_044799017.1",XP_005900426.2
3,4,0.5,XP_052513844.1,XP_045020808.1,"XP_070245372.1,XP_070245373.1"
3,4,0.5,XP_052513853.1,XP_045020800.1,"XP_005906158.2,XP_070245429.1"
3,4,0.5,XP_052513856.1,XP_045020802.1,"XP_070245435.1,XP_005906112.2"
3,4,0.5,"XP_052513861.1,XP_052513860.1",XP_025137026.1,XP_070213350.1
3,4,0.5,XP_052513890.1,XP_006074373.1,"XP_014332012.1,XP_005890437.1"
3,4,0.5,XP_052513892.1,"XP_045020803.1,XP_044803728.1",XP_005906113.2
3,4,0.5,XP_052513910.1,"XP_025135490.1,XP_025135488.1",XP_070246288.1
3,4,0.5,XP_052513911.1,"XP_006068599.2,XP_025136012.2",XP_070245871.1
3,4,0.5,XP_052513936.1,"XP_045020811.1,XP_045020812.1",XP_005906725.1
3,4,0.5,XP_052513949.1,"XP_044795300.1,XP_006060184.1",XP_005906098.1
3,4,0.5,XP_052513952.1,"XP_006041223.2,XP_044795030.2",XP_070245795.1
3,4,0.5,XP_052513962.1,XP_006060749.3,"XP_005905407.1,XP_070246110.1"
3,4,0.5,XP_052513970.1,XP_006064272.1,"XP_005905446.1,XP_070246285.1"
3,4,0.5,XP_052513981.1,"XP_025136062.1,XP_006049778.1",XP_070245835.1
3,4,0.5,XP_052513982.1,XP_025136057.2,"XP_070245836.1,XP_070245837.1"
3,4,0.5,"XP_052514023.1,XP_052514024.1",XP_006062032.1,XP_070245810.1
3,4,0.5,XP_052514033.1,XP_025132603.1,"XP_070246058.1,XP_070246069.1"
3,4,0.5,XP_052514047.1,"XP_006068179.3,XP_025134632.2",XP_070238196.1
3,4,0.5,"XP_052514075.1,XP_052514076.1",XP_006045387.1,XP_014337768.1
3,4,0.5,"XP_052514078.1,XP_052514079.1",XP_006045395.1,XP_005908070.1
3,4,0.5,XP_052514080.1,"XP_025135361.1,XP_025135364.1",XP_070245235.1
3,4,0.5,XP_052514084.1,XP_006045339.2,"XP_005908026.1,XP_070245204.1"
3,4,0.5,XP_052514085.1,"XP_006068686.4,XP_044794925.2",XP_014334365.2
3,4,0.5,"XP_052514089.1,XP_052514090.1",XP_006044184.1,XP_005911177.2
3,4,0.5,XP_052514116.1,"XP_006068658.1,XP_044794936.1",XP_070245902.1
3,4,0.5,XP_052514164.1,"XP_006041688.1,XP_006041689.1",XP_005911165.1
3,4,0.5,XP_052514172.1,"XP_006045258.2,XP_044794476.2",XP_005907986.1
3,4,0.5,XP_052514181.1,XP_006055838.1,"XP_070245931.1,XP_070245932.1"
3,4,0.5,XP_052514184.1,"XP_025135889.3,XP_044794870.2",XP_005899249.1
3,4,0.5,XP_052514198.1,"XP_025136522.3,XP_045020797.1",XP_070245438.1
3,4,0.5,XP_052514204.1,"XP_025136198.1,XP_006042906.2",XP_070245742.1
3,4,0.5,XP_052514225.1,"XP_025136795.1,XP_025136796.1",XP_005907303.2
3,4,0.5,XP_052514247.1,"XP_006055823.3,XP_025135915.3",XP_005899277.2
3,4,0.5,XP_052514249.1,"XP_044799809.1,XP_006058688.1",XP_005910812.2
3,4,0.5,XP_052514268.1,XP_006059494.1,"XP_070246546.1,XP_070246547.1"
3,4,0.5,XP_052514269.1,"XP_006053991.2,XP_006053990.2",XP_005900706.2
3,4,0.5,XP_052514276.1,XP_045020667.1,"XP_070245094.1,XP_070245095.1"
3,4,0.5,XP_052514283.1,"XP_044794563.2,XP_044794562.2",XP_070245585.1
3,4,0.5,XP_052514289.1,XP_006055785.1,"XP_070245976.1,XP_005899241.2"
3,4,0.5,XP_052514297.1,XP_044795221.1,"XP_070245582.1,XP_070245584.1"
3,4,0.5,XP_052514304.1,XP_006045441.3,"XP_070246554.1,XP_005899750.1"
3,4,0.5,XP_052514308.1,"XP_044795206.2,XP_044795207.2",XP_070245603.1
3,4,0.5,XP_052514309.1,"XP_006068602.1,XP_025136010.1",XP_005898050.1
3,4,0.5,XP_052514310.1,XP_006064309.1,"XP_070246258.1,XP_070246257.1"
3,4,0.5,XP_052514311.1,"XP_006060180.1,XP_006060179.1",XP_005906099.1
3,4,0.5,XP_052514312.1,"XP_025136523.1,XP_006060181.1",XP_005906100.1
3,4,0.5,XP_052514323.1,"XP_006065527.3,XP_025136940.2",XP_070246639.1
3,4,0.5,XP_052514325.1,"XP_025136240.2,XP_025136241.2",XP_070245719.1
3,4,0.5,XP_052514343.1,XP_025136004.1,"XP_070245872.1,XP_005898051.2"
3,4,0.5,"XP_052514344.1,XP_052514345.1",XP_006068605.1,XP_005898054.1
3,4,0.5,XP_052514353.1,"XP_006056287.4,XP_025136875.3",XP_005899764.2
3,4,0.5,XP_052514361.1,XP_006064168.3,"XP_070245284.1,XP_070245285.1"
3,4,0.5,XP_052514370.1,"XP_025135762.1,XP_025135761.1",XP_070246038.1
